point,gentry_transect,meter,circumference,dbh,stem,family,genus,species,name,code
AZ048,AZGEN048,5.5,44,14.01,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,6.3,31.5,10.03,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ048,AZGEN048,6.8,7.8,2.48,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,7.9,42.5,13.53,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,7.9,31.8,10.12,2,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,7.9,24,7.64,3,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ048,AZGEN048,9.7,32,10.19,1,Anacardiaceae,Anacardium,occidentale,Anacardium occidentale,ANACOC
AZ048,AZGEN048,9.7,26,8.28,2,Anacardiaceae,Anacardium,occidentale,Anacardium occidentale,ANACOC
AZ048,AZGEN048,9.7,26,8.28,3,Anacardiaceae,Anacardium,occidentale,Anacardium occidentale,ANACOC
AZ048,AZGEN048,8.5,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,8.6,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,11.2,8,2.55,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,11.4,22,7,1,Malvaceae,Apeiba,tibourbou,Apeiba tibourbou,APEITI
AZ048,AZGEN048,11.4,21,6.68,2,Malvaceae,Apeiba,tibourbou,Apeiba tibourbou,APEITI
AZ048,AZGEN048,11.4,8,2.55,3,Malvaceae,Apeiba,tibourbou,Apeiba tibourbou,APEITI
AZ048,AZGEN048,11.7,11,3.5,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,11.7,10,3.18,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,13.6,8,2.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,13.6,4,1.27,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,15.2,5,1.59,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,15.2,5,1.59,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,15.3,48,15.28,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,15.3,37,11.78,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,15.3,4,1.27,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,21.3,12,3.82,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ048,AZGEN048,21.4,6,1.91,1,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ048,AZGEN048,21.4,5.5,1.75,2,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ048,AZGEN048,21.4,4,1.27,3,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ048,AZGEN048,22.6,103,32.79,1,Arecaceae,Astrocaryum,standleyanum,Astrocaryum standleyanum,AST1ST
AZ048,AZGEN048,23.2,70,22.28,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ048,AZGEN048,23.2,72,22.92,1,Anacardiaceae,Spondias,mombin,Spondias mombin,SPONMO
AZ048,AZGEN048,25.4,50,15.92,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,25.6,19,6.05,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ048,AZGEN048,28.6,9,2.86,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ048,AZGEN048,27.6,48,15.28,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,28,8,2.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,28.6,8.5,2.71,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ048,AZGEN048,32.2,37,11.78,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,33.6,17.5,5.57,1,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ048,AZGEN048,34.2,9,2.86,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,35.5,9,2.86,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,35.5,8,2.55,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,37.8,64,20.37,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,37.8,67,21.33,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,37.8,15,4.77,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,37.8,48,15.28,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,37.8,46,14.64,5,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,37.8,26,8.28,6,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,38.2,8,2.55,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,40.6,30,9.55,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,41.2,14,4.46,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,41.2,23,7.32,2,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,40,27.5,8.75,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ048,AZGEN048,40.2,11,3.5,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,40.4,13,4.14,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,42.4,92,29.28,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,41.6,16,5.09,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,41.6,15,4.77,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,43.6,33,10.5,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,42.8,4.5,1.43,1,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ048,AZGEN048,46.7,16.8,5.35,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ048,AZGEN048,48,21,6.68,1,Fabaceae,Vachellia,collinsii,Vachellia collinsii,ACACCO
AZ048,AZGEN048,48.6,16,5.09,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ048,AZGEN048,48.9,85,27.06,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ048,AZGEN048,49.4,13,4.14,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ048,AZGEN048,49.4,11,3.5,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ048,AZGEN048,49.4,5.5,1.75,3,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ048,AZGEN048,49.5,15,4.77,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,1,22.6,7.19,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,1,26.5,8.44,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,1.2,26,8.28,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,2.6,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,2.6,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,2.6,5,1.59,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,2.6,5,1.59,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,2.6,5,1.59,5,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,2.6,4,1.27,6,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,13,4.14,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,11.5,3.66,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,9,2.86,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,5,1.59,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,5,1.59,5,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,4,1.27,6,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,4.3,4,1.27,7,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,6,12,3.82,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ049,AZGEN049,6.2,13.5,4.3,1,Simaroubaceae,Homalolepis,cedron,Homalolepis cedron,SIM1CE
AZ049,AZGEN049,8.3,15,4.77,1,Malvaceae,Guazuma,ulmifolia,Guazuma ulmifolia,GUAZUL
AZ049,AZGEN049,9.6,30,9.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,9.6,12,3.82,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,11.7,28.5,9.07,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,12.2,37,11.78,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,12.6,37,11.78,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ049,AZGEN049,14.5,17,5.41,1,Bixaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,COCHVI
AZ049,AZGEN049,16.2,34,10.82,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,18.3,4,1.27,1,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ049,AZGEN049,18.3,4,1.27,2,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ049,AZGEN049,18.4,4,1.27,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,21.4,20,6.37,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,22.6,47,14.96,1,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ049,AZGEN049,22.6,22.5,7.16,2,Fabaceae,Hymenaea,courbaril,Hymenaea courbaril,HYMECO
AZ049,AZGEN049,23.1,58,18.46,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,24.6,35,11.14,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,24.6,15.5,4.93,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,24.6,15,4.77,3,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,26.4,10,3.18,1,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ049,AZGEN049,27,5.5,1.75,1,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ049,AZGEN049,27.1,17,5.41,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,30.2,17,5.41,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,30.2,12,3.82,2,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,30.2,5,1.59,3,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,31.3,52,16.55,1,Hypericaceae,Vismia,baccifera,Vismia baccifera,VISMBA
AZ049,AZGEN049,31.3,40,12.73,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,31.3,24,7.64,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,35,26,8.28,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,35.2,17,5.41,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,35.6,29,9.23,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,34.2,34,10.82,1,Fabaceae,Erythrina,fusca,Erythrina fusca,ERY1FU
AZ049,AZGEN049,36.8,33,10.5,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ049,AZGEN049,45.3,38,12.1,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,45.3,34,10.82,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,45.3,29.5,9.39,3,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,45.3,28,8.91,4,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,45.3,9,2.86,5,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ049,AZGEN049,43.2,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,43.2,7,2.23,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,43.2,5,1.59,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,46.4,41,13.05,1,Malvaceae,Luehea,speciosa,Luehea speciosa,LUEHSP
AZ049,AZGEN049,47.8,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,48.5,7,2.23,1,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ049,AZGEN049,49.3,30,9.55,1,Urticaceae,Cecropia,peltata,Cecropia peltata,CECRPE
AZ049,AZGEN049,51.6,7,2.23,1,Fabaceae,Pseudalbizzia,adinocephala,Pseudalbizzia adinocephala,ALBIAD
AZ049,AZGEN049,52.3,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,52.3,7,2.23,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,52.3,5,1.59,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ049,AZGEN049,52.3,4.5,1.43,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,1,30,9.55,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ050,AZGEN050,2.1,36,11.46,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,2.9,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,3.6,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,3.7,22,7,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,4.6,13,4.14,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ050,AZGEN050,4.6,7,2.23,2,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ050,AZGEN050,5.6,10,3.18,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ050,AZGEN050,6.1,13,4.14,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,6.7,10,3.18,1,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ050,AZGEN050,6.7,7,2.23,2,Apocynaceae,Tabernaemontana,grandiflora,Tabernaemontana grandiflora,STEMGR
AZ050,AZGEN050,7.1,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,7.2,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,7.2,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,7.6,5,1.59,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,7.8,5.5,1.75,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,7.9,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,8.2,9.5,3.02,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,9.6,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,9.6,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,11,16,5.09,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ050,AZGEN050,11.2,20,6.37,1,Urticaceae,Cecropia,peltata,Cecropia peltata,CECRPE
AZ050,AZGEN050,11.3,11,3.5,1,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ050,AZGEN050,11.3,8,2.55,2,Sapindaceae,Allophylus,psilospermus,Allophylus psilospermus,ALLOPS
AZ050,AZGEN050,13.4,8,2.55,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ050,AZGEN050,12.6,13,4.14,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,12.6,10,3.18,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,12.6,9.5,3.02,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,13.2,6,1.91,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,13.2,28,8.91,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ050,AZGEN050,14.6,8,2.55,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,14.6,7,2.23,2,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,16.1,43,13.69,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,17.2,40,12.73,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ050,AZGEN050,19.3,16,5.09,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ050,AZGEN050,21,55,17.51,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,21,53,16.87,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,24.4,51,16.23,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ050,AZGEN050,24.4,28,8.91,2,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ050,AZGEN050,25.2,6,1.91,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ050,AZGEN050,30.6,14,4.46,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,30.6,8,2.55,2,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,33.2,12,3.82,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,33.2,11,3.5,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,34.2,20,6.37,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,34.2,20,6.37,2,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ050,AZGEN050,36.4,11,3.5,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,36.4,11,3.5,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,36.4,10,3.18,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,36.4,9,2.86,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,36.4,6,1.91,5,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,36.4,5.5,1.75,6,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,38.6,12,3.82,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ050,AZGEN050,39,17,5.41,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ050,AZGEN050,40,27,8.59,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ050,AZGEN050,40.2,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,40.2,5,1.59,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,40.6,7,2.23,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,40.6,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,42.3,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,42.3,9,2.86,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,6,1.91,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,3.5,1.11,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,8,2.55,4,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,7,2.23,5,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,45.2,55,17.51,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ050,AZGEN050,47.5,19.5,6.21,1,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ050,AZGEN050,47.5,10,3.18,2,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ050,AZGEN050,47.5,24,7.64,3,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ050,AZGEN050,47.5,23,7.32,4,Boraginaceae,Cordia,panamensis,Cordia panamensis,CORDPA
AZ050,AZGEN050,48,30,9.55,1,Boraginaceae,Cordia,alliodora,Cordia alliodora,CORDAL
AZ050,AZGEN050,48.6,10,3.18,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ050,AZGEN050,48.6,10,3.18,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ050,AZGEN050,49,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,49,24,7.64,1,Malvaceae,Luehea,seemannii,Luehea seemannii,LUEHSE
AZ050,AZGEN050,49.3,10,3.18,1,Fabaceae,Pithecellobium,hymenaeifolium,Pithecellobium hymenaeifolium,PIT1HY
AZ050,AZGEN050,49.6,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ050,AZGEN050,49.6,9,2.86,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,1,39.2,12.48,1,Rubiaceae,Genipa,americana,Genipa americana,GENIAM
AZ051,AZGEN051,2.1,8,2.55,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,2.2,4.5,1.43,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,2.8,11,3.5,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,2.8,7,2.23,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,2.8,7,2.23,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,5.4,5,1.59,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,6,5.5,1.75,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,6,5,1.59,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,6.1,54,17.19,1,Fabaceae,Enterolobium,cyclocarpum,Enterolobium cyclocarpum,ENTECY
AZ051,AZGEN051,6.2,47,14.96,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ051,AZGEN051,6.3,53,16.87,1,Dilleniaceae,Curatella,americana,Curatella americana,CURAAM
AZ051,AZGEN051,6.8,12,3.82,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,7,8.5,2.71,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,7.1,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,9.6,6,1.91,1,Hypericaceae,Vismia,baccifera,Vismia baccifera,VISMBA
AZ051,AZGEN051,10.4,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,10.4,9.4,2.99,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,10.4,9.2,2.93,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,12.4,11.2,3.57,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,12.4,8,2.55,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,12.4,5,1.59,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,13.8,18,5.73,1,Malpighiaceae,Byrsonima,crassifolia,Byrsonima crassifolia,BYRSCR
AZ051,AZGEN051,13.8,56,17.83,1,Burseraceae,Bursera,simaruba,Bursera simaruba,BURSSI
AZ051,AZGEN051,14,9,2.86,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,14.2,10,3.18,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,14.2,10,3.18,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,14.2,9,2.86,3,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,17.1,13,4.14,1,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
AZ051,AZGEN051,17.1,12,3.82,2,Lamiaceae,Tectona,grandis,Tectona grandis,TECTGR
